user_id,Attrition
442,0.31869600963834716
1091,0.33291348962304756
981,0.3857991723454989
785,0.40575474077590756
1332,0.6870117670259934
501,0.14651705471715704
1058,0.6398786387951558
1253,0.03994508282970368
751,0.0019748055880875384
122,0.3980494741035671
268,0.022371123260126993
940,0.5073043914141374
1125,0.0327108277341435
540,0.2518376130612019
1034,0.04490194130664672
432,0.0395569504923622
794,0.08633477515023684
666,0.10163429985675762
942,0.02835237035696934
1114,0.6366352732881951
853,0.4260623418203313
1330,0.01230431115783434
692,0.14095025329959618
548,0.10833926924581333
54,0.506610100262784
319,0.29737370765949916
1147,0.13884359267426566
1235,0.010397932318614375
1436,0.4777027966142601
520,0.11690370314832674
983,0.007204194967073784
1347,0.041139201597393114
465,0.07164481850967523
966,0.05172676349295833
31,0.061912333962947694
420,0.046965659376488535
1462,0.12252050253891507
1408,0.09540341010289323
89,0.04666931150165105
298,0.11939594558869443
875,0.14509319196676979
1385,0.033607715714925254
1430,0.002016203177756276
223,0.003420449364483161
1412,0.009969877669493693
1375,0.30927388732638245
4,0.3627776896232666
1174,0.0019944349901550177
892,0.7018607288861379
34,0.3051552041377301
1310,0.11750516933404884
182,0.5334608262774868
467,0.14303443167736243
52,0.1710091455633723
1032,0.5223493714789006
142,0.1394356688055582
1440,0.016527106591072108
528,0.11231847728416246
629,0.03867955835817597
1051,0.16656494668939437
1269,0.012512732640552287
993,0.3208241656897511
526,0.15331718283042017
278,0.035115330926271636
887,0.40943774645196157
1275,0.08151341629762729
667,0.07520737722783094
792,0.20895436972329517
148,0.2110363278402663
1039,0.28051604833111365
1414,0.19755152506203288
474,0.15117791494015625
1341,0.05360876491668063
1158,0.0995067683146821
393,0.1497351121248537
965,0.05120840360192916
1397,0.1032423251389483
743,0.045363240222311196
980,0.2821278247796145
1410,0.027726532837657848
916,0.0030265468889692595
1300,0.034700255813463095
642,0.24562422759602867
1064,0.03732768274581945
1318,0.020520449667000184
1247,0.12467703353116782
187,0.001010783268352026
1023,0.2244072554497733
1183,0.03958416508199022
1073,0.10066356081936348
1311,0.41674948700676645
9,0.20931403838513388
1019,0.23230079751658622
1180,0.16961786443307444
1405,0.03501005309730693
1120,0.34324922819459064
483,0.4157107623052239
310,0.29320684583626294
722,0.14862014183042466
5,0.027783547853346628
482,0.3493758155557471
204,0.7179389360504999
1086,0.3786492073977509
376,0.012027783812590972
740,0.11383623009661689
299,0.07178000868013769
1218,0.10205748024347172
546,0.2509747873481433
1434,0.05126156910587999
1400,0.0839975508904202
302,0.1278580326119659
1096,0.04710834201288538
360,0.029142771392508926
1131,0.2508675921982498
191,0.07356736296820666
315,0.020694462841687078
211,0.051286119727681156
215,0.0716753197253685
279,0.0057694343285255014
1179,0.027736574800940578
141,0.24720630252084616
1227,0.05818796798806073
641,0.07729986843606955
14,0.5417260573639173
82,0.036716040703133127
1301,0.03144977725810907
787,0.015651504226262256
583,0.2663323979031101
333,0.23612685001693245
610,0.006358425799679584
390,0.005697838337149738
1083,0.2556093152522933
2,0.3488410185886114
554,0.1641016465991184
85,0.014895343247537055
995,0.08280706880549049
107,0.20159327998294008
930,0.3521731192831074
1306,0.13541522095245653
1308,0.044737290485240284
489,0.034372988643420165
361,0.02478197302633551
1090,0.029552583352316857
80,0.03727854841855882
152,0.11919229249668382
1452,0.03228350998045765
1093,0.06329867037320648
231,0.002088573258222518
693,0.013313085608147477
96,0.17280009904644686
224,0.03519212700670204
948,0.15695620321246148
1015,0.06438422641851504
913,0.009625307629455708
445,0.05137368781047739
1,0.031222968570214112
425,0.257476180539578
159,0.1017136169706604
1210,0.0067474057541798355
227,0.014859459899769105
838,0.20998871579567652
1416,0.006140663570940307
161,0.18211299542338297
656,0.7837513385524024
308,0.03160168262252231
253,0.33768400797885434
1084,0.1173472371662652
113,0.16064058814061338
1292,0.11371935933386965
898,0.0023004863133971242
295,0.07912940456243776
608,0.1967491160388961
175,0.12424225620305021
970,0.21643667245899134
45,0.07564893474614519
487,0.2589237773833618
1358,0.0735944443080078
55,0.022177506913583285
657,0.033408929265874285
1126,0.04075644419590558
254,0.041164791751015756
491,0.04334454167210824
867,0.00917355948280172
1396,0.7245368529126608
587,0.13386350233148375
863,0.04122941575169472
536,0.7005181597261346
619,0.02409518339983613
192,0.5830790629838356
1411,0.20615913048158274
1460,0.4016503585539105
1273,0.42849583335057684
1425,0.3538831294117
574,0.08091082570884921
108,0.12380972037083947
651,0.13066961618701378
567,0.045606017862717174
728,0.012791299060704354
842,0.2437220126970924
426,0.048496806414342744
260,0.23459422009825762
580,0.18827900343283496
1021,0.6224188171122309
1173,0.06716685062727605
572,0.23454877746926128
679,0.04069360333940166
1349,0.3466266863396601
233,0.001916319522500374
303,0.12976902555007197
506,0.04332759569776136
364,0.1199968412077791
1100,0.5421422205316441
27,0.08925010618395166
1056,0.16735422357272262
317,0.4273000631870543
471,0.05689273342693338
907,0.005721055187553935
202,0.08616202621630592
1129,0.06659386405722206
1069,0.19759923634067839
1263,0.08793480852260624
381,0.30390467841519464
1137,0.5902324149920998
914,0.19386420546210595
634,0.22952806260620806
184,0.06949548227453371
431,0.16770032111610245
1413,0.08730184766584446
1438,0.4715603920862393
1361,0.056391708914020025
326,0.1120177253066089
19,0.13336333920852667
726,0.07198132669034832
330,0.019232749469471355
353,0.10352769090441231
1074,0.1689915050589463
1360,0.2957529961185585
412,0.009156801438231952
1149,0.0367848937502693
649,0.01292806350614855
1279,0.06867383681208342
638,0.25616732073631804
18,0.006232156434438834
500,0.07359241038605817
1099,0.047139609935197335
1075,0.09997867449707308
53,0.2542284575445132
632,0.2904256853975682
874,0.03348044042915152
342,0.043027125731449525
47,0.5876636079418633
459,0.047604032050761386
748,0.8634395643926354
609,0.13357885579734705
989,0.13642969637489255
1038,0.09488434526548857
473,0.0008795220360891332
711,0.660773314056717
717,0.509613276773277
140,0.3617112897508153
1123,0.1847771904948908
39,0.039445332405384004
1368,0.10046339055633828
1026,0.04552652969876628
322,0.04719742634859416
742,0.23481614013174312
935,0.004570981842977066
479,0.14154021219870064
1236,0.221657749768026
1079,0.24731404576981153
461,0.0997449718147296
58,0.006948591320763911
241,0.3355557940536334
1103,0.11210009459056634
783,0.02392941964741791
1399,0.013585728513490287
56,0.051659308452011346
665,0.19530344648108666
575,0.2367397402854475
505,0.09892287855890226
443,0.2750693452552996
1283,0.018872338674144302
516,0.20111993065246694
29,0.10425763300648078
270,0.0032050185297602687
924,0.17345936966463785
1288,0.004999346627004441
985,0.2963507088506451
1327,0.0009527732127887982
1439,0.03419190011222566
481,0.07328236557932155
124,0.4018330047806112
198,0.10295862614772491
1229,0.18182167914668176
